id,discounted_price,actual_price,discount_percentage,rating,rating_count
1322,15.0,24.0,35.0,4.0,11206
1323,3.0,6.0,40.0,4.2,561
1324,375.0,999.0,62.0,3.6,1988
1325,2.0,3.0,25.0,4.2,3740
1326,1.0,1.0,27.0,4.1,4401
1327,2.0,6.0,62.0,4.2,611
1328,1.0,2.0,41.0,3.9,2162
1329,799.0,1.0,53.0,4.0,97
1330,765.0,970.0,21.0,4.2,6055
1331,999.0,1.0,33.0,4.2,386
1332,587.0,1.0,55.0,4.1,557
1333,12.0,23.0,47.0,4.4,2288
1334,699.0,850.0,18.0,4.1,1106
1335,3.0,6.0,37.0,4.2,11935
1336,640.0,1.0,37.0,4.1,5059
1337,979.0,1.0,51.0,3.9,157
1338,5.0,7.0,28.0,3.9,3584
1339,3.0,3.0,9.0,4.2,1899
1340,979.0,1.0,30.0,4.2,15252
1341,929.0,2.0,58.0,3.7,4
1342,3.0,4.0,14.0,3.7,1662
1343,2.0,4.0,53.0,3.4,422
1344,9.0,18.0,50.0,4.2,79
1345,7.0,12.0,38.0,4.0,5160
1346,949.0,2.0,60.0,4.1,2311
1347,2.0,4.0,43.0,3.9,588
1348,645.0,1.0,41.0,4.0,3271
1349,2.0,3.0,43.0,3.9,11004
1350,8.0,16.0,49.0,4.2,3195
1351,42.0,75.0,43.0,4.3,3231
1352,825.0,825.0,0.0,4.0,3246
1353,161.0,300.0,46.0,2.6,24
1354,697.0,1.0,54.0,3.8,144
1355,688.0,747.0,8.0,4.5,2280
1356,2.0,3.0,45.0,3.5,340
1357,6.0,11.0,43.0,3.9,144
1358,2.0,3.0,29.0,4.0,727
1359,899.0,1.0,55.0,4.0,832
1360,1.0,2.0,64.0,3.5,57
1361,295.0,599.0,51.0,4.0,1644
1362,479.0,1.0,76.0,3.4,1066
1363,2.0,4.0,39.0,4.2,7968
1364,335.0,510.0,34.0,3.8,3195
1365,293.0,499.0,41.0,4.1,1456
1366,599.0,1.0,54.0,4.2,590
1367,499.0,999.0,50.0,4.3,1436
1368,849.0,1.0,29.0,4.2,4184
1369,249.0,400.0,38.0,4.1,693
1370,185.0,599.0,69.0,3.9,1306
1371,778.0,999.0,22.0,3.3,8
1372,279.0,699.0,60.0,4.3,2326
1373,215.0,1.0,86.0,3.9,1004
1374,889.0,1.0,31.0,4.3,6400
1375,1.0,4.0,71.0,3.6,63
1376,1.0,2.0,53.0,3.8,1181
1377,1.0,1.0,8.0,3.9,1888
1378,6.0,8.0,28.0,4.6,6550
1379,1.0,3.0,45.0,3.8,1846
1380,2.0,3.0,44.0,3.9,1085
1381,3.0,5.0,33.0,4.1,290
1382,649.0,999.0,35.0,3.6,4
1383,8.0,8.0,4.0,4.4,9734
1384,1.0,1.0,31.0,4.3,4022
1385,1.0,3.0,57.0,4.7,2591
1386,759.0,1.0,62.0,4.3,532
1387,2.0,3.0,17.0,3.9,260
1388,929.0,1.0,29.0,3.9,1672
1389,199.0,399.0,50.0,3.7,7945
1390,279.0,599.0,53.0,3.5,1367
1391,549.0,999.0,45.0,4.0,1313
1392,85.0,199.0,57.0,4.1,212
1393,499.0,1.0,62.0,3.9,65
1394,5.0,7.0,25.0,4.4,2737
1395,1.0,2.0,45.0,4.3,55
1396,1.0,1.0,27.0,4.5,1065
1397,1.0,2.0,26.0,4.0,2377
1398,3.0,6.0,48.0,3.9,2569
1399,1.0,1.0,33.0,4.2,5967
1400,1.0,3.0,54.0,4.1,1776
1401,3.0,4.0,30.0,3.7,4200
1402,4.0,8.0,46.0,4.1,297
1403,1.0,1.0,37.0,4.2,3858
1404,3.0,5.0,43.0,4.3,168
1405,179.0,799.0,78.0,3.6,101
1406,149.0,300.0,50.0,4.1,4074
1407,5.0,7.0,24.0,4.5,1408
1408,379.0,389.0,3.0,4.2,3739
1409,8.0,13.0,33.0,4.3,5891
1410,3.0,5.0,49.0,4.0,777
1411,1.0,2.0,27.0,4.2,14160
1412,3.0,5.0,40.0,4.2,6919
1413,4.0,24.0,80.0,4.5,287
1414,390.0,799.0,51.0,3.8,287
1415,1.0,2.0,33.0,4.4,388
1416,1.0,2.0,35.0,4.1,827
1417,184.0,450.0,59.0,4.2,4971
1418,445.0,999.0,55.0,4.3,229
1419,699.0,1.0,59.0,4.1,3524
1420,1.0,3.0,59.0,4.2,156
1421,231.0,260.0,11.0,4.1,490
1422,369.0,599.0,38.0,3.9,82
1423,809.0,1.0,59.0,3.9,710
1424,1.0,2.0,60.0,3.8,133
1425,6.0,8.0,24.0,4.6,2751
1426,1.0,2.0,31.0,3.6,771
1427,18.0,29.0,37.0,4.1,2536
1428,1.0,2.0,15.0,4.2,7801
1429,5.0,11.0,48.0,4.3,534
1430,2.0,4.0,46.0,3.9,898
1431,1.0,2.0,50.0,3.9,1202
1432,219.0,249.0,12.0,4.0,1108
1433,799.0,1.0,33.0,4.4,17
1434,6.0,10.0,44.0,4.2,10429
1435,6.0,10.0,38.0,4.5,3192
1436,1.0,3.0,40.0,4.1,5873
1437,199.0,400.0,50.0,4.1,1379
1438,1.0,1.0,18.0,4.2,1527
1439,2.0,3.0,28.0,4.2,2686
1440,2.0,3.0,17.0,4.0,178
1441,253.0,500.0,49.0,4.3,2664
1442,499.0,799.0,38.0,3.6,212
1443,1.0,1.0,39.0,3.5,24
1444,457.0,799.0,43.0,4.3,1868
1445,229.0,399.0,43.0,3.6,451
1446,199.0,699.0,72.0,2.9,159
1447,899.0,1.0,55.0,4.2,39
1448,1.0,2.0,32.0,4.4,6531
1449,426.0,999.0,57.0,4.1,222
1450,2.0,3.0,29.0,3.8,195
1451,1.0,3.0,50.0,3.5,2283
1452,3.0,4.0,30.0,4.1,1127
1453,498.0,1.0,59.0,3.2,113
1454,2.0,2.0,0.0,4.4,2518
1455,949.0,2.0,59.0,3.6,550
1456,199.0,999.0,80.0,3.1,2
1457,379.0,919.0,59.0,4.0,1090
1458,2.0,3.0,25.0,4.1,4118
1459,2.0,3.0,28.0,3.6,468
1460,1.0,1.0,26.0,4.0,8031
1461,2.0,3.0,22.0,4.3,6987
